homeid,year_month,split,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,percentile_consumo,percentile_equipos,peak_component,high_hours_component,score,categoria,month_coverage,peak_coverage,peak_energy_share,complete_day_ratio,observed_kwh,source_member,category_method_version,sample_flag
62,2016-12,train,149.49863,False,8,Departamento,2,0.2439516129032258,0.38095238095238093,0.0,0.16666666666666666,0.19041858678955453,Eficiente,0.963294,0.961543,0.23634,0.935484,144.011152,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-01,train,192.521083,True,8,Departamento,2,0.4415322580645161,0.38095238095238093,1.0,0.16666666666666666,0.5089669738863287,Moderado,0.902482,0.926552,0.255664,0.806452,173.746827,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-02,train,166.739888,False,8,Departamento,2,0.3084677419354839,0.38095238095238093,0.0,0.16666666666666666,0.22912826420890936,Eficiente,0.917663,0.948043,0.239617,0.857143,153.011003,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-03,train,180.061009,False,8,Departamento,2,0.3689516129032258,0.38095238095238093,0.0,0.16666666666666666,0.26541858678955454,Eficiente,0.941744,0.955896,0.246398,0.903226,169.571385,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-04,train,147.681592,False,8,Departamento,1,0.22782258064516128,0.38095238095238093,0.0,0.08333333333333333,0.16824116743471584,Eficiente,0.973028,0.963044,0.212531,0.966667,143.698291,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-05,train,165.12379,False,8,Departamento,2,0.3004032258064516,0.38095238095238093,0.0,0.16666666666666666,0.22428955453149002,Eficiente,0.960435,0.982133,0.223529,0.935484,158.590661,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-06,train,152.814784,False,8,Departamento,1,0.24798387096774194,0.38095238095238093,0.0,0.08333333333333333,0.18033794162826422,Eficiente,0.932205,0.951722,0.221547,0.9,142.454743,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-07,train,149.052128,False,8,Departamento,1,0.2399193548387097,0.38095238095238093,0.0,0.08333333333333333,0.17549923195084488,Eficiente,0.976278,0.978322,0.235294,1.0,145.516369,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-08,train,132.642436,False,8,Departamento,1,0.16330645161290322,0.38095238095238093,0.0,0.08333333333333333,0.12953149001536096,Eficiente,0.973207,0.960703,0.20557,0.967742,129.088566,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-09,train,133.827174,True,8,Departamento,1,0.17137096774193547,0.38095238095238093,1.0,0.08333333333333333,0.33437019969278037,Eficiente,0.973339,0.975141,0.259561,1.0,130.259224,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-10,train,153.971458,True,8,Departamento,2,0.2560483870967742,0.38095238095238093,1.0,0.16666666666666666,0.3976766513056836,Moderado,0.922732,0.926454,0.258578,0.903226,142.074436,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2017-11,train,177.725519,True,8,Departamento,2,0.35685483870967744,0.38095238095238093,1.0,0.16666666666666666,0.4581605222734255,Moderado,0.97291,0.97559,0.253548,0.966667,172.910954,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2018-04,train,163.35892,False,8,Departamento,2,0.28830645161290325,0.38095238095238093,0.0,0.16666666666666666,0.21703149001536098,Eficiente,0.936574,0.972187,0.237468,0.9,152.997666,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
62,2018-06,train,143.587384,False,8,Departamento,1,0.19556451612903225,0.38095238095238093,0.0,0.08333333333333333,0.14888632872503837,Eficiente,0.926425,0.948389,0.201782,0.866667,133.022909,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2016-12,train,318.591948,False,11,Casa,4,0.6584699453551912,0.45,0.0,0.3333333333333333,0.46758196721311474,Moderado,0.944798,0.945161,0.232474,0.903226,301.00492,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-01,train,333.796278,False,11,Casa,5,0.7568306010928961,0.45,0.0,0.4166666666666667,0.5390983606557376,Moderado,0.944792,0.958098,0.239756,0.935484,315.368067,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-02,train,293.989017,False,11,Casa,5,0.5382513661202186,0.45,0.0,0.4166666666666667,0.4079508196721312,Moderado,0.953339,0.992354,0.227368,0.892857,280.271109,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-03,train,297.139205,False,11,Casa,4,0.5437158469945356,0.45,0.0,0.3333333333333333,0.3987295081967213,Moderado,0.951684,0.976494,0.217206,0.903226,282.782586,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-05,train,307.895966,False,11,Casa,4,0.6038251366120219,0.45,0.0,0.3333333333333333,0.4347950819672131,Moderado,0.967171,0.960072,0.224111,0.935484,297.787956,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-08,train,315.317496,False,11,Casa,4,0.6475409836065574,0.45,0.0,0.3333333333333333,0.46102459016393443,Moderado,0.982973,0.975022,0.226419,0.967742,309.948599,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-09,train,314.248762,False,11,Casa,5,0.6311475409836066,0.45,0.0,0.4166666666666667,0.46368852459016396,Moderado,0.9834,0.990405,0.239326,1.0,309.032378,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-10,train,326.996839,False,11,Casa,5,0.7295081967213115,0.45,0.0,0.4166666666666667,0.5227049180327868,Moderado,0.975848,0.979707,0.205904,0.903226,319.099171,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
63,2017-11,train,330.970988,False,11,Casa,5,0.7459016393442623,0.45,0.0,0.4166666666666667,0.5325409836065573,Moderado,0.984076,0.993833,0.190611,1.0,325.700735,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2016-11,train,234.454421,False,10,Departamento,4,0.5987903225806451,0.6190476190476191,0.0,0.3333333333333333,0.440226574500768,Moderado,0.971134,0.96587,0.239422,0.8,227.68663,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2016-12,train,283.550219,False,10,Departamento,5,0.7762096774193549,0.6190476190476191,0.0,0.4166666666666667,0.5591781874039938,Moderado,0.982006,0.978112,0.245001,0.870968,278.447924,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-01,train,279.929003,True,10,Departamento,6,0.7641129032258065,0.6190476190476191,1.0,0.5,0.7644201228878648,Ineficiente,0.948082,0.955948,0.265954,0.806452,265.395771,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-02,train,264.031301,True,10,Departamento,5,0.719758064516129,0.6190476190476191,1.0,0.4166666666666667,0.7253072196620584,Ineficiente,0.960519,0.989199,0.29783,0.928571,253.607128,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-03,train,282.376706,True,10,Departamento,6,0.7681451612903226,0.6190476190476191,1.0,0.5,0.7668394777265745,Ineficiente,0.962793,0.974805,0.301599,0.935484,271.870451,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-04,train,235.220106,True,10,Departamento,5,0.6068548387096774,0.6190476190476191,1.0,0.4166666666666667,0.6575652841781874,Ineficiente,0.977049,0.977866,0.258302,0.966667,229.821477,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-05,train,249.564603,True,10,Departamento,4,0.6673387096774194,0.6190476190476191,1.0,0.3333333333333333,0.6813556067588326,Ineficiente,0.978226,0.960918,0.250807,0.935484,244.130628,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-06,train,225.810057,False,10,Departamento,4,0.5705645161290323,0.6190476190476191,0.0,0.3333333333333333,0.4232910906298003,Moderado,0.93274,0.922868,0.229292,0.9,210.621979,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-10,train,271.919761,True,10,Departamento,5,0.7399193548387096,0.6190476190476191,1.0,0.4166666666666667,0.7374039938556067,Ineficiente,0.986393,0.980571,0.273871,0.935484,268.219746,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2017-11,train,263.634576,True,10,Departamento,4,0.7157258064516129,0.6190476190476191,1.0,0.3333333333333333,0.7103878648233487,Ineficiente,0.997385,0.996567,0.263451,1.0,262.945078,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2018-04,train,194.461441,True,10,Departamento,3,0.44556451612903225,0.6190476190476191,1.0,0.25,0.5357910906298003,Moderado,0.946073,0.981477,0.254282,0.9,183.974777,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
64,2018-06,train,239.499408,True,10,Departamento,4,0.6310483870967742,0.6190476190476191,1.0,0.3333333333333333,0.6595814132104455,Ineficiente,0.940045,0.963838,0.288673,0.8,225.140162,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-01,test,346.91285,True,12,Casa,7,0.7868852459016393,0.58,1.0,0.5833333333333334,0.7886311475409836,Ineficiente,0.931913,0.920284,0.335323,0.806452,323.292624,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-04,test,297.882937,True,12,Casa,6,0.5519125683060109,0.58,1.0,0.5,0.6351475409836065,Ineficiente,0.97558,0.974333,0.279582,0.9,290.608594,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-05,test,262.758087,False,12,Casa,4,0.39344262295081966,0.58,0.0,0.3333333333333333,0.3150655737704918,Eficiente,0.956718,0.962686,0.242119,0.806452,251.385344,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-07,test,270.181264,False,12,Casa,4,0.4262295081967213,0.58,0.0,0.3333333333333333,0.3347377049180328,Eficiente,0.969602,0.960208,0.233252,0.83871,261.968294,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-08,test,291.77772,False,12,Casa,5,0.5300546448087432,0.58,0.0,0.4166666666666667,0.40953278688524586,Moderado,0.955943,0.947473,0.237084,0.903226,278.922789,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-09,test,273.584726,True,12,Casa,4,0.4426229508196721,0.58,1.0,0.3333333333333333,0.5445737704918033,Moderado,0.97386,0.964079,0.265187,0.933333,266.433209,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
65,2017-11,test,298.745332,True,12,Casa,5,0.5573770491803278,0.58,1.0,0.4166666666666667,0.6259262295081968,Ineficiente,0.954446,0.960597,0.314597,0.833333,285.136284,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-04,train,155.033056,False,4,Casa,2,0.06284153005464481,0.01,0.0,0.16666666666666666,0.06320491803278688,Eficiente,0.969487,0.977282,0.20276,1.0,150.302514,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-05,train,172.528397,False,4,Casa,2,0.09016393442622951,0.01,0.0,0.16666666666666666,0.07959836065573771,Eficiente,0.967234,0.979984,0.204938,0.967742,166.875361,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-06,train,156.423172,False,4,Casa,1,0.06830601092896176,0.01,0.0,0.08333333333333333,0.05398360655737705,Eficiente,0.935226,0.946505,0.21025,0.933333,146.29109,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-07,train,139.54251,False,4,Casa,1,0.02459016393442623,0.01,0.0,0.08333333333333333,0.027754098360655736,Eficiente,0.977944,0.982189,0.198541,0.967742,136.464749,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-08,train,172.053361,False,4,Casa,2,0.08469945355191257,0.01,0.0,0.16666666666666666,0.07631967213114754,Eficiente,0.973588,0.954857,0.186067,0.935484,167.509146,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-09,train,177.444501,False,4,Casa,2,0.11202185792349727,0.01,0.0,0.16666666666666666,0.09271311475409835,Eficiente,0.98103,0.986546,0.17634,0.933333,174.078327,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
66,2017-11,train,212.420427,False,4,Casa,4,0.2103825136612022,0.01,0.0,0.3333333333333333,0.1767295081967213,Eficiente,0.956565,0.97891,0.231783,0.9,203.193906,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-01,train,404.554532,True,6,Departamento,7,0.9536290322580645,0.15873015873015872,1.0,0.5833333333333334,0.8676139272913467,Ineficiente,0.934244,0.936322,0.288118,0.806452,377.952624,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-03,train,372.578538,True,6,Departamento,7,0.9213709677419355,0.15873015873015872,1.0,0.5833333333333334,0.8482590885816693,Ineficiente,0.954797,0.969863,0.307544,0.903226,355.736729,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-04,train,343.267248,True,6,Departamento,5,0.8608870967741935,0.15873015873015872,1.0,0.4166666666666667,0.7869687660010241,Ineficiente,0.978713,0.981667,0.256508,1.0,335.960106,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-05,train,339.812623,True,6,Departamento,6,0.844758064516129,0.15873015873015872,1.0,0.5,0.7897913466461852,Ineficiente,0.975723,0.976167,0.270619,0.935484,331.563058,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-06,train,350.639602,False,6,Departamento,6,0.8770161290322581,0.15873015873015872,0.0,0.5,0.6091461853558627,Moderado,0.93551,0.946868,0.232073,0.833333,328.027,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-08,train,370.409874,True,6,Departamento,6,0.9133064516129032,0.15873015873015872,1.0,0.5,0.8309203789042499,Ineficiente,0.971188,0.962018,0.274738,0.870968,359.737772,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-09,train,340.209258,True,6,Departamento,6,0.8528225806451613,0.15873015873015872,1.0,0.5,0.7946300563236046,Ineficiente,0.978475,0.982572,0.260256,1.0,332.886359,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-10,train,374.219591,True,6,Departamento,6,0.9254032258064516,0.15873015873015872,1.0,0.5,0.8381784434203787,Ineficiente,0.973223,0.965497,0.315348,0.903226,364.198961,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2017-11,train,437.367327,True,6,Departamento,8,0.9899193548387096,0.15873015873015872,1.0,0.6666666666666666,0.9018881208397337,Ineficiente,0.984213,0.981532,0.255784,1.0,430.462424,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2018-03,train,376.623185,False,6,Departamento,7,0.9294354838709677,0.15873015873015872,0.0,0.5833333333333334,0.6530977982590885,Ineficiente,0.910809,0.948752,0.245572,0.83871,343.031798,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
67,2018-04,train,346.583591,True,6,Departamento,6,0.8649193548387096,0.15873015873015872,1.0,0.5,0.8018881208397337,Ineficiente,0.94441,0.98044,0.26395,0.9,327.316913,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2016-12,train,447.125917,True,5,Casa,10,0.9426229508196722,0.04,1.0,0.8333333333333334,0.8925737704918033,Ineficiente,0.961989,0.960672,0.310471,0.806452,430.130157,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-02,train,324.55885,True,5,Casa,6,0.6967213114754098,0.04,1.0,0.5,0.6950327868852458,Ineficiente,0.965163,0.991523,0.285281,0.928571,313.252283,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-03,train,370.150759,True,5,Casa,7,0.8333333333333334,0.04,1.0,0.5833333333333334,0.7895,Ineficiente,0.951984,0.960927,0.301152,0.83871,352.377489,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-05,train,312.205744,True,5,Casa,5,0.6256830601092896,0.04,1.0,0.4166666666666667,0.6399098360655737,Ineficiente,0.982891,0.987151,0.26873,0.903226,306.86407,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-06,train,308.342174,True,5,Casa,5,0.6092896174863388,0.04,1.0,0.4166666666666667,0.6300737704918034,Ineficiente,0.955114,0.962329,0.295856,0.933333,294.501988,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-07,train,335.232663,True,5,Casa,6,0.7622950819672131,0.04,1.0,0.5,0.7343770491803279,Ineficiente,0.994694,0.996752,0.260048,1.0,333.453992,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-08,train,319.747819,True,5,Casa,5,0.6639344262295082,0.04,1.0,0.4166666666666667,0.6628606557377049,Ineficiente,0.986542,0.974541,0.278809,0.967742,315.444522,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-09,train,304.534864,True,5,Casa,6,0.587431693989071,0.04,1.0,0.5,0.6294590163934426,Ineficiente,0.987842,0.988512,0.300727,0.966667,300.832275,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-10,train,319.935104,True,5,Casa,6,0.6693989071038251,0.04,1.0,0.5,0.678639344262295,Ineficiente,0.976404,0.969819,0.287283,0.903226,312.385852,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2017-11,train,350.588236,True,5,Casa,7,0.8060109289617486,0.04,1.0,0.5833333333333334,0.7731065573770491,Ineficiente,0.992614,0.991282,0.31753,1.0,347.998861,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2018-04,train,349.620765,True,5,Casa,7,0.7950819672131147,0.04,1.0,0.5833333333333334,0.7665491803278689,Ineficiente,0.93444,0.961648,0.300354,0.866667,326.699563,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
68,2018-06,train,326.705118,True,5,Casa,7,0.7240437158469946,0.04,1.0,0.5833333333333334,0.7239262295081967,Ineficiente,0.928342,0.94163,0.293027,0.8,303.294024,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-02,train,315.11999,True,10,Casa,4,0.6420765027322405,0.34,1.0,0.3333333333333333,0.6522459016393444,Ineficiente,0.967719,0.995027,0.34806,0.928571,304.947757,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-03,train,338.007665,True,10,Casa,5,0.76775956284153,0.34,1.0,0.4166666666666667,0.740155737704918,Ineficiente,0.967912,0.982809,0.300621,0.935484,327.161799,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-04,train,254.704743,True,10,Casa,3,0.3633879781420765,0.34,1.0,0.25,0.4725327868852459,Moderado,0.991456,0.99319,0.304496,1.0,252.528551,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-05,train,324.978005,True,10,Casa,5,0.7021857923497268,0.34,1.0,0.4166666666666667,0.7008114754098361,Ineficiente,0.980974,0.991169,0.332413,0.967742,318.795002,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-06,train,322.709523,True,10,Casa,6,0.6912568306010929,0.34,1.0,0.5,0.7067540983606557,Ineficiente,0.951071,0.96062,0.306643,0.933333,306.91954,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2017-10,train,343.502019,True,10,Casa,6,0.7841530054644809,0.34,1.0,0.5,0.7624918032786885,Ineficiente,0.972071,0.972767,0.293003,0.903226,333.908425,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
