homeid,year_month,split,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,percentile_consumo,percentile_equipos,peak_component,high_hours_component,score,categoria,month_coverage,peak_coverage,peak_energy_share,complete_day_ratio,observed_kwh,source_member,category_method_version,sample_flag
69,2017-11,train,435.18451,True,10,Casa,8,0.9153005464480874,0.34,1.0,0.6666666666666666,0.8661803278688525,Ineficiente,0.994686,0.996734,0.259023,1.0,432.871921,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2018-04,train,326.237331,True,10,Casa,5,0.7185792349726776,0.34,1.0,0.4166666666666667,0.7106475409836066,Ineficiente,0.944753,0.980549,0.265934,0.9,308.213852,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
69,2018-06,train,325.382474,True,10,Casa,5,0.7076502732240437,0.34,1.0,0.4166666666666667,0.7040901639344262,Ineficiente,0.937502,0.962134,0.301833,0.866667,305.046697,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-03,train,217.624271,True,5,Departamento,4,0.5423387096774194,0.06349206349206349,1.0,0.3333333333333333,0.5785778289810548,Moderado,0.945695,0.970166,0.354931,0.903226,205.806104,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-04,train,203.317778,True,5,Departamento,4,0.4939516129032258,0.06349206349206349,1.0,0.3333333333333333,0.5495455709165387,Moderado,0.965508,0.972674,0.272578,0.866667,196.304962,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-05,train,154.031604,True,5,Departamento,2,0.2600806451612903,0.06349206349206349,1.0,0.16666666666666666,0.3842229902713774,Moderado,0.960731,0.971599,0.259687,0.903226,147.982885,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-06,train,235.225967,False,5,Departamento,4,0.6108870967741935,0.06349206349206349,0.0,0.3333333333333333,0.41970686123911927,Moderado,0.937794,0.942488,0.191544,0.933333,220.593496,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-07,train,272.615731,False,5,Departamento,5,0.7479838709677419,0.06349206349206349,0.0,0.4166666666666667,0.5144649257552483,Moderado,0.988968,0.986622,0.159443,1.0,269.608143,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-08,train,238.812145,False,5,Departamento,3,0.6270161290322581,0.06349206349206349,0.0,0.25,0.416884280593958,Moderado,0.981898,0.973244,0.195342,0.903226,234.489203,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-09,train,238.10337,True,5,Departamento,5,0.6229838709677419,0.06349206349206349,1.0,0.4166666666666667,0.6394649257552483,Ineficiente,0.978677,0.982887,0.299658,1.0,233.026404,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-10,train,233.170477,True,5,Departamento,4,0.594758064516129,0.06349206349206349,1.0,0.3333333333333333,0.6100294418842807,Moderado,0.975454,0.965318,0.281114,0.935484,227.44702,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2017-11,train,263.300995,True,5,Departamento,4,0.7116935483870968,0.06349206349206349,1.0,0.3333333333333333,0.6801907322068612,Ineficiente,0.953368,0.988586,0.318497,0.933333,251.022859,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2018-03,train,294.981709,True,5,Departamento,5,0.8084677419354839,0.06349206349206349,1.0,0.4166666666666667,0.7507552483358935,Ineficiente,0.911909,0.947475,0.253838,0.806452,268.996454,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2018-04,train,259.426798,False,5,Departamento,5,0.6915322580645161,0.06349206349206349,0.0,0.4166666666666667,0.48059395801331284,Moderado,0.941777,0.978174,0.203481,0.9,244.322293,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
70,2018-06,train,124.668808,False,5,Departamento,2,0.1310483870967742,0.06349206349206349,0.0,0.16666666666666666,0.10680363543266769,Eficiente,0.939805,0.958905,0.236841,0.866667,117.164342,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
71,2017-02,train,111.689722,False,6,Departamento,1,0.1028225806451613,0.15873015873015872,0.0,0.08333333333333333,0.0821300563236047,Eficiente,0.917231,0.941647,0.186466,0.857143,102.445264,sensordata/home71_hall824_sensor2713c2715_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
71,2017-04,train,178.435975,False,6,Departamento,2,0.36088709677419356,0.15873015873015872,0.0,0.16666666666666666,0.24946876600102405,Eficiente,0.960838,0.961412,0.201591,0.833333,171.448127,sensordata/home71_hall824_sensor2713c2715_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-02,train,85.687189,True,9,Departamento,1,0.02620967741935484,0.5,1.0,0.08333333333333333,0.2532258064516129,Eficiente,0.968864,0.996788,0.314874,0.964286,83.01924,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-03,train,95.434669,True,9,Departamento,1,0.06653225806451613,0.5,1.0,0.08333333333333333,0.2774193548387097,Eficiente,0.967983,0.983716,0.308306,0.935484,92.379176,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-04,train,86.177551,True,9,Departamento,0,0.034274193548387094,0.5,1.0,0.0,0.24556451612903227,Eficiente,0.995885,0.995255,0.290999,1.0,85.822899,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-05,train,89.324831,True,9,Departamento,0,0.04233870967741935,0.5,1.0,0.0,0.25040322580645163,Eficiente,0.990417,0.99403,0.286184,0.967742,88.468834,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-06,train,83.017324,False,9,Departamento,0,0.014112903225806451,0.5,0.0,0.0,0.03346774193548387,Eficiente,0.955869,0.964787,0.227198,0.933333,79.353673,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-07,train,91.447233,True,9,Departamento,1,0.05040322580645161,0.5,1.0,0.08333333333333333,0.267741935483871,Eficiente,0.996518,0.99845,0.319499,1.0,91.128786,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-08,train,84.937326,True,9,Departamento,0,0.02217741935483871,0.5,1.0,0.0,0.23830645161290323,Eficiente,0.993441,0.980025,0.286317,0.967742,84.38021,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-09,train,61.989035,True,9,Departamento,0,0.0020161290322580645,0.5,1.0,0.0,0.22620967741935485,Eficiente,0.994988,0.995579,0.251436,1.0,61.678372,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-10,train,86.717132,True,9,Departamento,0,0.038306451612903226,0.5,1.0,0.0,0.24798387096774194,Eficiente,0.988724,0.983006,0.286778,0.935484,85.739317,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2017-11,train,94.229889,True,9,Departamento,1,0.05846774193548387,0.5,1.0,0.08333333333333333,0.2725806451612904,Eficiente,0.998378,0.998826,0.327491,1.0,94.077019,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2018-03,train,89.64455,True,9,Departamento,0,0.046370967741935484,0.5,1.0,0.0,0.25282258064516133,Eficiente,0.920912,0.958403,0.293758,0.83871,82.554762,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
72,2018-06,train,78.433852,False,9,Departamento,0,0.006048387096774193,0.5,0.0,0.0,0.028629032258064516,Eficiente,0.944181,0.965275,0.236512,0.866667,74.055718,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-03,train,118.167068,False,4,Departamento,1,0.11491935483870967,0.031746031746031744,0.0,0.08333333333333333,0.08303891449052737,Eficiente,0.935271,0.947982,0.178332,0.83871,110.518282,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-04,train,111.86841,False,4,Departamento,1,0.10685483870967742,0.031746031746031744,0.0,0.08333333333333333,0.07820020481310803,Eficiente,0.954032,0.952093,0.187561,0.933333,106.726046,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-05,train,110.6501,False,4,Departamento,1,0.09879032258064516,0.031746031746031744,0.0,0.08333333333333333,0.07336149513568867,Eficiente,0.950175,0.951613,0.194706,0.83871,105.136929,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-06,train,106.406302,False,4,Departamento,1,0.08266129032258064,0.031746031746031744,0.0,0.08333333333333333,0.06368407578084996,Eficiente,0.91215,0.928963,0.168511,0.9,97.058558,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-07,train,120.803974,False,4,Departamento,1,0.11895161290322581,0.031746031746031744,0.0,0.08333333333333333,0.08545826932923706,Eficiente,0.957926,0.961024,0.186946,1.0,115.721223,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-09,train,103.842954,False,4,Departamento,1,0.07862903225806452,0.031746031746031744,0.0,0.08333333333333333,0.06126472094214029,Eficiente,0.952844,0.954581,0.190363,0.933333,98.946109,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
73,2017-10,train,146.454528,False,4,Departamento,1,0.21169354838709678,0.031746031746031744,0.0,0.08333333333333333,0.14110343061955966,Eficiente,0.948112,0.941853,0.177987,0.870968,138.855329,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-02,train,406.350378,False,3,Departamento,13,0.9576612903225806,0.007936507936507936,0.0,1.0,0.7249935995903738,Ineficiente,0.963487,0.988472,0.24063,0.964286,391.513181,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-03,train,409.441785,False,3,Departamento,10,0.9616935483870968,0.007936507936507936,0.0,0.8333333333333334,0.7024129544290835,Ineficiente,0.964251,0.976902,0.222028,0.935484,394.804716,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-04,train,379.053315,False,3,Departamento,10,0.9375,0.007936507936507936,0.0,0.8333333333333334,0.6878968253968254,Ineficiente,0.991328,0.992579,0.17622,1.0,375.766285,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-05,train,364.132301,False,3,Departamento,7,0.8931451612903226,0.007936507936507936,0.0,0.5833333333333334,0.623783922171019,Ineficiente,0.984084,0.989978,0.1838,0.967742,358.336692,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-06,train,369.377141,False,3,Departamento,8,0.905241935483871,0.007936507936507936,0.0,0.6666666666666666,0.6435419866871479,Ineficiente,0.930043,0.931824,0.16464,0.866667,343.536559,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-07,train,390.105875,False,3,Departamento,9,0.9415322580645161,0.007936507936507936,0.0,0.75,0.6778161802355351,Ineficiente,0.975875,0.970181,0.180193,0.903226,380.694629,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-08,train,391.177794,False,3,Departamento,9,0.9455645161290323,0.007936507936507936,0.0,0.75,0.6802355350742446,Ineficiente,0.978898,0.965464,0.183541,0.903226,382.923247,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-09,train,369.746225,False,3,Departamento,9,0.9092741935483871,0.007936507936507936,0.0,0.75,0.6584613415258576,Ineficiente,0.991037,0.99263,0.177731,1.0,366.432346,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-10,train,394.242788,False,3,Departamento,10,0.9495967741935484,0.007936507936507936,0.0,0.8333333333333334,0.6951548899129544,Ineficiente,0.981664,0.975571,0.222994,0.903226,387.014121,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2017-11,train,415.199766,False,3,Departamento,13,0.969758064516129,0.007936507936507936,0.0,1.0,0.7322516641065028,Ineficiente,0.979988,0.979766,0.241484,0.833333,406.890805,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
74,2018-06,train,350.285602,False,3,Departamento,7,0.8729838709677419,0.007936507936507936,0.0,0.5833333333333334,0.6116871479774705,Ineficiente,0.94062,0.955773,0.180155,0.866667,329.485772,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-04,train,260.625196,False,6,Departamento,4,0.6955645161290323,0.15873015873015872,0.0,0.3333333333333333,0.4752752176139272,Moderado,0.956618,0.958986,0.170882,0.866667,249.318868,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-05,train,221.307511,False,6,Departamento,3,0.5504032258064516,0.15873015873015872,0.0,0.25,0.3756784434203789,Moderado,0.958939,0.968076,0.20028,0.870968,212.220468,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-06,train,214.251187,False,6,Departamento,3,0.5342741935483871,0.15873015873015872,0.0,0.25,0.36600102406554014,Moderado,0.934867,0.945377,0.194648,0.933333,200.296425,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-07,train,210.88159,False,6,Departamento,3,0.5262096774193549,0.15873015873015872,0.0,0.25,0.36116231438812085,Eficiente,0.972401,0.975482,0.165657,0.967742,205.061482,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-08,train,240.85626,False,6,Departamento,4,0.6391129032258065,0.15873015873015872,0.0,0.3333333333333333,0.4414042498719918,Moderado,0.938263,0.946342,0.184867,0.806452,225.986461,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-09,train,250.16691,False,6,Departamento,4,0.6754032258064516,0.15873015873015872,0.0,0.3333333333333333,0.46317844342037884,Moderado,0.962777,0.967153,0.195032,0.966667,240.855045,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-10,train,224.31821,False,6,Departamento,3,0.5665322580645161,0.15873015873015872,0.0,0.25,0.3853558627752176,Moderado,0.953532,0.94851,0.171417,0.806452,213.89469,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2017-11,train,260.832929,False,6,Departamento,4,0.6995967741935484,0.15873015873015872,0.0,0.3333333333333333,0.4776945724526369,Moderado,0.968281,0.969928,0.187386,0.966667,252.559534,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
75,2018-04,train,217.192887,False,6,Departamento,3,0.5383064516129032,0.15873015873015872,0.0,0.25,0.36842037890424983,Moderado,0.915823,0.957593,0.237906,0.833333,198.910307,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
78,2018-04,train,197.612616,False,9,Departamento,3,0.4576612903225806,0.5,0.0,0.25,0.3370967741935484,Eficiente,0.903353,0.928035,0.205579,0.866667,178.514027,sensordata/home78_hall864_sensor2978_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
79,2017-02,train,364.276402,True,5,Casa,9,0.8114754098360656,0.04,1.0,0.75,0.8013852459016393,Ineficiente,0.962076,0.986468,0.290612,0.964286,350.461695,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
79,2017-03,train,385.520408,True,5,Casa,8,0.8715846994535519,0.04,1.0,0.6666666666666666,0.824950819672131,Ineficiente,0.950075,0.963358,0.270126,0.83871,366.273214,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
79,2018-04,train,293.732809,False,5,Casa,5,0.5327868852459017,0.04,0.0,0.4166666666666667,0.384172131147541,Moderado,0.928939,0.96762,0.247894,0.8,272.859761,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
79,2018-06,train,244.279635,False,5,Casa,3,0.3251366120218579,0.04,0.0,0.25,0.23458196721311475,Eficiente,0.934674,0.954387,0.24223,0.866667,228.321917,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-03,train,277.158638,True,8,Casa,6,0.4781420765027322,0.15,1.0,0.5,0.5693852459016393,Moderado,0.956498,0.969964,0.266679,0.935484,265.101698,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-04,train,304.760023,True,8,Casa,7,0.592896174863388,0.15,1.0,0.5833333333333334,0.6507377049180327,Ineficiente,0.985761,0.981456,0.280163,1.0,300.420485,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-05,train,240.434992,False,8,Casa,4,0.31420765027322406,0.15,0.0,0.3333333333333333,0.24602459016393444,Eficiente,0.978137,0.9805,0.236132,0.967742,235.178349,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-06,train,263.483084,False,8,Casa,5,0.4016393442622951,0.15,0.0,0.4166666666666667,0.31098360655737706,Eficiente,0.951731,0.958727,0.249408,0.933333,250.765146,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-07,train,224.111987,True,8,Casa,4,0.25956284153005466,0.15,1.0,0.3333333333333333,0.4132377049180328,Moderado,0.993373,0.993141,0.252112,1.0,222.626776,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-08,train,275.83175,True,8,Casa,6,0.46174863387978143,0.15,1.0,0.5,0.5595491803278688,Moderado,0.990624,0.977379,0.286799,0.967742,273.245416,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-09,train,285.342563,True,8,Casa,6,0.505464480874317,0.15,1.0,0.5,0.58577868852459,Moderado,0.98551,0.979803,0.272125,0.966667,281.207958,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-10,train,273.816836,True,8,Casa,6,0.45081967213114754,0.15,1.0,0.5,0.5529918032786885,Moderado,0.978721,0.969259,0.310563,0.935484,267.990316,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2017-11,train,332.78292,True,8,Casa,8,0.7513661202185792,0.15,1.0,0.6666666666666666,0.7583196721311474,Ineficiente,0.98936,0.983384,0.283269,1.0,329.241966,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2018-03,train,373.03207,True,8,Casa,9,0.8387978142076503,0.15,1.0,0.75,0.8232786885245901,Ineficiente,0.909358,0.944982,0.303684,0.806452,339.219728,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
82,2018-04,train,243.908882,False,8,Casa,4,0.319672131147541,0.15,0.0,0.3333333333333333,0.2493032786885246,Eficiente,0.945245,0.977803,0.241151,0.9,230.553647,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
91,2017-08,train,171.103534,False,6,Departamento,3,0.3245967741935484,0.15873015873015872,0.0,0.25,0.24019457245263695,Eficiente,0.963082,0.953096,0.230006,0.935484,164.786681,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
91,2017-09,train,202.349954,True,6,Departamento,3,0.4778225806451613,0.15873015873015872,1.0,0.25,0.5321300563236047,Moderado,0.968846,0.979218,0.27858,1.0,196.046035,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
91,2017-10,train,203.5711,False,6,Departamento,3,0.49798387096774194,0.15873015873015872,0.0,0.25,0.3442268305171531,Eficiente,0.963268,0.966593,0.244963,0.903226,196.093619,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
91,2017-11,train,203.210799,False,6,Departamento,3,0.4899193548387097,0.15873015873015872,0.0,0.25,0.3393881208397337,Eficiente,0.960321,0.972914,0.242365,0.933333,195.147516,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2017-04,train,183.125161,False,11,Casa,3,0.12295081967213115,0.45,0.0,0.25,0.13377049180327868,Eficiente,0.971544,0.9804,0.239795,0.9,177.914077,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2017-07,train,108.44734,False,11,Casa,1,0.00273224043715847,0.45,0.0,0.08333333333333333,0.036639344262295086,Eficiente,0.969147,0.977856,0.196368,0.870968,105.101361,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2017-08,train,197.957672,True,11,Casa,4,0.16120218579234974,0.45,1.0,0.3333333333333333,0.3692213114754099,Moderado,0.966363,0.964897,0.254667,0.806452,191.298921,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2017-10,train,200.020367,True,11,Casa,4,0.16666666666666666,0.45,1.0,0.3333333333333333,0.3725,Moderado,0.961212,0.97045,0.288337,0.806452,192.262008,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2017-11,train,222.151326,True,11,Casa,4,0.2540983606557377,0.45,1.0,0.3333333333333333,0.42495901639344263,Moderado,0.976693,0.976891,0.300286,0.933333,216.973709,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2018-04,train,179.323423,False,11,Casa,3,0.11748633879781421,0.45,0.0,0.25,0.1304918032786885,Eficiente,0.919511,0.951215,0.236018,0.8,164.889824,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
92,2018-06,train,164.165891,True,11,Casa,2,0.07923497267759563,0.45,1.0,0.16666666666666666,0.2950409836065574,Eficiente,0.916359,0.919667,0.268338,0.8,150.434859,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-03,test,151.968931,True,5,Departamento,2,0.24596774193548387,0.06349206349206349,1.0,0.16666666666666666,0.3757552483358935,Moderado,0.943325,0.971629,0.31207,0.935484,143.356165,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-04,test,145.430611,True,5,Departamento,2,0.2056451612903226,0.06349206349206349,1.0,0.16666666666666666,0.3515616999487967,Eficiente,0.960619,0.963618,0.298113,0.9,139.703439,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-07,test,136.833039,True,5,Departamento,2,0.1814516129032258,0.06349206349206349,1.0,0.16666666666666666,0.3370455709165387,Eficiente,0.961711,0.970164,0.252773,0.870968,131.593903,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-08,test,210.886233,True,5,Departamento,4,0.5282258064516129,0.06349206349206349,1.0,0.3333333333333333,0.5701100870455709,Moderado,0.974052,0.972693,0.299783,0.903226,205.414246,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-09,test,193.929804,True,5,Departamento,3,0.4435483870967742,0.06349206349206349,1.0,0.25,0.5068036354326677,Moderado,0.983937,0.995322,0.349234,0.966667,190.814657,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-10,test,210.373459,True,5,Departamento,3,0.5201612903225806,0.06349206349206349,1.0,0.25,0.5527713773681515,Moderado,0.96415,0.974801,0.339364,0.870968,202.831625,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
93,2017-11,test,178.098815,True,5,Departamento,3,0.3588709677419355,0.06349206349206349,1.0,0.25,0.45599718381976445,Moderado,0.971077,0.988498,0.369409,0.966667,172.947691,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
94,2017-03,test,182.902498,False,10,Departamento,3,0.38306451612903225,0.6190476190476191,0.0,0.25,0.2982910906298003,Eficiente,0.940556,0.971456,0.246305,0.935484,172.029961,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
94,2017-04,test,166.536074,True,10,Departamento,2,0.3024193548387097,0.6190476190476191,1.0,0.16666666666666666,0.4374039938556068,Moderado,0.926162,0.955218,0.270462,0.866667,154.239454,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
94,2017-05,test,172.475985,True,10,Departamento,2,0.3346774193548387,0.6190476190476191,1.0,0.16666666666666666,0.45675883256528416,Moderado,0.935602,0.95556,0.253759,0.83871,161.368851,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
94,2017-06,test,166.705733,False,10,Departamento,2,0.3064516129032258,0.6190476190476191,0.0,0.16666666666666666,0.23982334869431643,Eficiente,0.924788,0.937766,0.236412,0.9,154.167494,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
94,2017-08,test,180.932718,False,10,Departamento,2,0.375,0.6190476190476191,0.0,0.16666666666666666,0.28095238095238095,Eficiente,0.963911,0.955143,0.183531,0.935484,174.40309,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
96,2017-03,train,505.251381,True,15,Casa,10,0.9590163934426229,0.89,1.0,0.8333333333333334,0.9449098360655737,Ineficiente,0.968536,0.98239,0.349012,0.935484,489.353945,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
96,2017-04,train,402.523544,True,15,Casa,8,0.8934426229508197,0.89,1.0,0.6666666666666666,0.8805655737704917,Ineficiente,0.993073,0.98919,0.310015,1.0,399.735385,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz,ideal-relative-v1,False
